OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2763,2021-044AJ,2025-11-05T07:04:34.166496,15.06383351,.00015771,53.0551,310.0490,99.2045,260.9123,0,U,48670,999,24509,.13560972E-3,.1738E-4,0
STARLINK-2745,2021-044AK,2025-11-05T07:41:45.732480,15.06388314,.00013475,53.0553,310.2423,89.4506,270.6637,0,U,48671,999,24509,-.30094087E-4,-.729E-5,0
STARLINK-2705,2021-044AL,2025-11-05T06:53:53.808576,15.06405295,.00014696,53.0555,310.0818,85.6464,274.4693,0,U,48672,999,24509,-.74861276E-3,-.11416E-3,0
STARLINK-2711,2021-044AM,2025-11-05T06:48:37.591488,15.06399337,.00017907,53.0552,310.0961,91.5625,268.5570,0,U,48673,999,24509,-.15453818E-3,-.2583E-4,0
STARLINK-2712,2021-044AN,2025-11-05T06:59:13.389216,15.06408414,.00014291,53.0561,310.1819,96.0343,264.0808,0,U,48674,999,24509,-.68161501E-3,-.10422E-3,0
STARLINK-2746,2021-044AQ,2025-11-05T06:32:41.997120,15.06395615,.00015072,53.0544,310.1444,97.8231,262.2929,0,U,48676,999,24509,-.25605458E-4,-.663E-5,0
STARLINK-2615,2021-044AS,2025-11-05T06:22:05.730240,15.06390993,.00013872,53.0540,310.1796,85.3059,274.8088,0,U,48678,999,24509,-.29391808E-4,-.719E-5,0
STARLINK-2648,2021-044AT,2025-11-05T06:16:46.832160,15.06392957,.00013922,53.0544,310.1958,92.7579,267.3570,0,U,48679,999,24509,.13195337E-4,-.85E-6,0
STARLINK-2725,2021-044AV,2025-11-05T04:34:39.232704,15.06392673,.00014031,53.0541,280.7557,83.3439,276.7710,0,U,48681,999,24549,.93947677E-4,.1118E-4,0
STARLINK-2743,2021-044AW,2025-11-05T04:30:41.377824,15.06435266,.00013249,53.0555,270.6927,88.6705,271.4436,0,U,48682,999,24563,.14062826E-2,.20747E-3,0
STARLINK-2756,2021-044AX,2025-11-05T05:02:27.936384,15.06393574,.0001545,53.0546,270.4420,84.9542,275.1624,0,U,48683,999,24564,-.93326641E-4,-.1671E-4,0
STARLINK-2741,2021-044AY,2025-11-05T03:59:30.391872,15.06396189,.0001483,53.0562,285.9825,91.1350,268.9809,0,U,48684,999,24542,.29065974E-4,.151E-5,0
STARLINK-2751,2021-044AZ,2025-11-05T04:20:00.373632,15.06392640,.0001531,53.0546,270.6089,102.6391,257.4769,0,U,48685,999,24564,-.33662891E-3,-.5291E-4,0
STARLINK-2629,2021-044BA,2025-11-05T04:11:26.934720,15.06387856,.00014239,53.0548,275.8698,85.0941,275.0210,0,U,48686,999,24556,.330793E-5,-.232E-5,0
STARLINK-2627,2021-044BB,2025-11-05T03:35:34.344384,15.06386494,.00015703,53.0539,265.7005,91.4181,268.6988,0,U,48687,999,24570,-.49170088E-4,-.1014E-4,0
STARLINK-2742,2021-044BC,2025-11-05T05:16:25.347648,15.06406631,.0001667,53.0561,265.3864,91.4666,268.6514,0,U,48688,999,24571,.40247243E-3,.5719E-4,0
STARLINK-2740,2021-044BE,2025-11-05T05:32:59.688096,15.06384955,.00014242,53.0544,280.3348,82.8128,277.3023,0,U,48690,999,24550,-.14823339E-3,-.2488E-4,0
STARLINK-2750,2021-044BF,2025-11-05T04:53:50.321760,15.06392642,.00015678,53.0545,275.4535,94.2806,265.8362,0,U,48691,999,24557,-.22283355E-3,-.3598E-4,0
STARLINK-2752,2021-044BG,2025-11-05T04:32:38.205312,15.06397103,.0001451,53.0546,275.6485,90.3023,269.8133,0,U,48692,999,24557,.50509995E-4,.471E-5,0
STARLINK-2618,2021-044BH,2025-11-05T04:43:51.633696,15.06399262,.00016497,53.0548,280.4869,93.0346,267.0831,0,U,48693,999,24550,-.21098559E-4,-.596E-5,0
STARLINK-2748,2021-044BJ,2025-11-05T03:58:04.564704,15.06397614,.00015179,53.0543,285.6182,91.0467,269.0696,0,U,48694,999,24542,-.75962654E-4,-.1413E-4,0
STARLINK-2616,2021-044BK,2025-11-05T06:06:50.658336,15.06388558,.00012679,53.0559,285.2782,91.2362,268.8772,0,U,48695,999,24544,.3841752E-4,.291E-5,0
STARLINK-2753,2021-044BL,2025-11-05T05:52:53.724864,15.06397617,.00014535,53.0537,290.3175,93.5849,266.5306,0,U,48696,999,24537,-.11249344E-3,-.1957E-4,0
ONEWEB-0211,2021-045A,2025-11-02T19:08:23.245728,13.16234219,.00039479,87.8958,304.3013,100.1478,260.0098,0,U,48767,999,21466,.22105214E-1,.8427E-4,0
ONEWEB-0223,2021-045B,2025-11-05T06:43:54.104448,13.15550002,.00022701,87.8953,303.8647,98.5445,261.5942,0,U,48768,999,21496,.68075481E-3,.269E-5,0
ONEWEB-0230,2021-045C,2025-11-05T06:02:50.674560,13.15548788,.00016421,87.8941,303.9020,91.8884,268.2434,0,U,48769,999,21522,-.31185902E-3,-.105E-5,0
ONEWEB-0237,2021-045D,2025-11-05T05:46:52.049280,13.15549910,.00019835,87.8954,303.9031,96.8425,263.2931,0,U,48770,999,21494,-.36286589E-3,-.124E-5,0
ONEWEB-0235,2021-045E,2025-11-05T06:59:52.635552,13.15550777,.00022109,87.8956,303.8637,99.5137,260.6243,0,U,48771,999,21494,.79213433E-3,.311E-5,0
ONEWEB-0242,2021-045F,2025-11-05T06:50:45.979296,13.15549656,.00018506,87.8970,303.8556,95.6790,264.4551,0,U,48772,999,21498,.2994751E-3,.126E-5,0
ONEWEB-0241,2021-045G,2025-11-05T06:32:30.770304,13.15549251,.00022872,87.8954,303.8994,92.0423,268.0969,0,U,48773,999,21489,.2300957E-3,.99E-6,0
ONEWEB-0243,2021-045H,2025-11-04T16:41:57.146784,13.15547154,.00020309,87.8965,304.0221,100.7554,259.3805,0,U,48774,999,21484,.7834162E-4,.42E-6,0
ONEWEB-0222,2021-045J,2025-11-04T18:07:30.789408,13.15550142,.00020027,87.8963,303.9618,92.9949,267.1410,0,U,48775,999,21489,.23968375E-3,.103E-5,0
ONEWEB-0244,2021-045K,2025-11-04T16:55:39.085536,13.15548759,.00019645,87.8967,303.9577,94.0977,266.0378,0,U,48776,999,21545,-.31106319E-3,-.104E-5,0
ONEWEB-0247,2021-045L,2025-11-04T22:19:38.726976,13.15550384,.00024626,87.8952,303.9750,111.7299,248.4094,0,U,48777,999,21492,-.17357765E-3,-.53E-6,0
ONEWEB-0245,2021-045M,2025-11-05T00:02:18.714336,13.15550224,.00020569,87.8954,303.9248,88.2036,271.9330,0,U,48778,999,21490,-.85624474E-4,-.19E-6,0
ONEWEB-0229,2021-045N,2025-11-04T11:08:48.965568,13.15549956,.00018138,87.8954,304.0311,94.8485,265.2853,0,U,48779,999,21486,-.12642925E-3,-.35E-6,0
ONEWEB-0228,2021-045P,2025-11-05T06:12:09.718848,13.15549851,.00019268,87.8963,303.8528,93.1725,266.9626,0,U,48780,999,21488,-.29337516E-3,-.98E-6,0
ONEWEB-0232,2021-045Q,2025-11-05T00:06:52.979904,13.15549675,.00018628,87.8964,303.8943,91.0349,269.0995,0,U,48781,999,21517,-.10728016E-3,-.28E-6,0
ONEWEB-0231,2021-045R,2025-11-05T06:53:02.620032,13.15549815,.00020212,87.8953,303.8859,98.0834,262.0526,0,U,48782,999,21490,.69867476E-3,.276E-5,0
ONEWEB-0234,2021-045S,2025-11-05T05:58:04.154880,13.15549726,.0002274,87.8955,303.8652,68.5190,291.6183,0,U,48783,999,21503,-.42488777E-3,-.147E-5,0
ONEWEB-0238,2021-045T,2025-11-05T05:58:29.057088,13.15547227,.00019984,87.8956,303.8595,80.7255,279.4101,0,U,48784,999,21493,-.33427651E-3,-.113E-5,0
ONEWEB-0240,2021-045U,2025-11-05T06:29:05.645472,13.15549673,.0002231,87.8972,303.8442,90.5239,269.6147,0,U,48785,999,21496,.20624323E-3,.9E-6,0
ONEWEB-0246,2021-045V,2025-11-05T06:21:06.315552,13.15546202,.00018004,87.8968,303.8584,97.5237,262.6097,0,U,48786,999,21483,.20518591E-2,.785E-5,0
ONEWEB-0210,2021-045W,2025-11-05T05:44:35.646144,13.15549130,.00020597,87.8964,303.8631,109.3228,250.8125,0,U,48787,999,21487,-.36816924E-3,-.126E-5,0
ONEWEB-0214,2021-045X,2025-11-05T05:57:08.896032,13.15549999,.00018092,87.8974,303.8484,104.4153,255.7179,0,U,48788,999,21484,-.83982967E-4,-.19E-6,0
ONEWEB-0221,2021-045Y,2025-11-05T06:07:24.258432,13.15549913,.00020197,87.8951,303.8679,94.8663,265.2698,0,U,48789,999,21493,-.18527498E-3,-.57E-6,0
ONEWEB-0213,2021-045Z,2025-11-05T05:51:26.689824,13.15549359,.00020009,87.8956,303.8793,96.8583,263.2775,0,U,48790,999,21499,-.1059319E-3,-.27E-6,0
ONEWEB-0212,2021-045AA,2025-11-04T11:03:07.889472,13.15548363,.00018926,87.8966,304.0222,88.6557,271.4790,0,U,48791,999,21488,-.43488688E-4,-.4E-7,0
ONEWEB-0227,2021-045AB,2025-11-04T23:48:37.959264,13.15550005,.00019676,87.8953,303.9305,92.2868,267.8487,0,U,48792,999,21490,.35407321E-3,.146E-5,0
ONEWEB-0226,2021-045AC,2025-11-05T06:57:36.796608,13.15549181,.00019437,87.8954,303.8792,100.2662,259.8687,0,U,48793,999,21491,.47164067E-3,.19E-5,0
ONEWEB-0224,2021-045AD,2025-11-05T06:05:06.135072,13.15547662,.00027871,87.8950,303.9213,82.8269,277.3178,0,U,48794,999,21483,-.92907339E-3,-.337E-5,0
ONEWEB-0233,2021-045AE,2025-11-05T06:11:46.199904,13.15549138,.00021367,87.8947,303.9313,93.7671,266.3703,0,U,48795,999,21485,-.56630125E-3,-.2E-5,0
ONEWEB-0190,2021-045AF,2025-11-05T00:25:08.719392,13.15549604,.00024484,87.8953,303.9417,105.1154,255.0247,0,U,48796,999,21489,-.28283593E-3,-.94E-6,0
ONEWEB-0236,2021-045AG,2025-11-05T06:18:49.070880,13.15549164,.00018364,87.8952,303.9037,85.2514,274.8826,0,U,48797,999,21481,-.90573126E-4,-.21E-6,0
ONEWEB-0248,2021-045AH,2025-11-05T06:37:04.323936,13.15547592,.00024885,87.8964,303.8609,92.8350,267.3065,0,U,48798,999,21497,.41110736E-3,.168E-5,0
ONEWEB-0225,2021-045AJ,2025-11-04T11:04:16.569696,13.15549284,.00023236,87.8956,304.0509,102.5773,257.5618,0,U,48799,999,21487,.35933468E-4,.26E-6,0
ONEWEB-0215,2021-045AK,2025-11-05T00:57:05.038560,13.15546384,.0002487,87.8965,303.8917,99.8805,260.2607,0,U,48800,999,21482,.11633021E-3,.57E-6,0
ONEWEB-0216,2021-045AL,2025-11-05T06:39:19.039680,13.15548426,.00018278,87.8958,303.8796,95.7748,264.3591,0,U,48801,999,21486,-.15258782E-3,-.45E-6,0
ONEWEB-0239,2021-045AM,2025-11-04T10:41:27.742272,13.15548992,.0002688,87.8954,304.0606,94.6233,265.5205,0,U,48802,999,21479,.43477494E-3,.177E-5,0
FENGYUN 4B,2021-047A,2025-11-04T13:21:21.636288,1.00265564,.00106357,0.1261,283.8888,72.5421,352.4981,0,U,48808,999,1631,0,-.316E-5,0
SXM-8,2021-049A,2025-11-04T07:47:39.683904,1.00270994,.00042571,0.0257,5.6765,37.8460,32.0833,0,U,48838,999,1633,0,-.193E-5,0
NAVSTAR 81 (USA 319),2021-054A,2025-11-04T03:46:07.959648,2.00555239,.00244891,55.2698,341.5048,231.3718,132.0921,0,U,48859,999,3224,0,-.59E-6,0
YAOGAN-30 10A,2021-055A,2025-11-05T06:24:27.417600,15.01102110,.00043866,34.9951,75.5923,276.5741,83.4468,0,U,48860,999,23949,.29408891E-3,.3814E-4,0
YAOGAN-30 10B,2021-055B,2025-11-05T07:28:16.400352,15.01098316,.00045686,34.9949,74.9500,286.0590,73.9615,0,U,48861,999,23949,.3102349E-3,.4024E-4,0
YAOGAN-30 10C,2021-055D,2025-11-05T06:39:25.225056,15.01110302,.00038856,34.9957,74.8054,358.2995,1.7699,0,U,48863,999,23920,.28744478E-3,.3727E-4,0
TIANQI-14,2021-055E,2025-11-05T06:57:25.246656,15.10016297,.00055916,35.0011,22.9599,134.3999,225.7170,0,U,48864,999,23981,.45863503E-3,.7596E-4,0
COSMOS 2550,2021-056A,2025-11-05T03:59:44.996064,15.33829286,.00084271,67.1416,57.6398,269.4629,90.5560,0,U,48865,999,24436,.8560977E-5,.9E-6,0
BRIK-II,2021-058F,2025-11-05T05:05:35.038176,16.09585411,.00143749,60.6435,272.0021,47.6496,312.5846,0,U,48876,999,24385,.70578115E-3,.663456E-2,.24178257E-3
STARLINK-3004,2021-059B,2025-11-05T05:58:25.174272,15.01262709,.0001781,97.6610,72.5458,208.1418,151.9710,0,U,48880,999,24013,.58984622E-4,.699E-5,0
STARLINK-3005,2021-059C,2025-11-05T05:48:49.909248,15.01262472,.00025155,97.6630,72.4935,198.7082,161.4051,0,U,48881,999,24013,.9725728E-5,.66E-6,0
TYVAK-0173,2021-059P,2025-11-05T03:22:43.254624,14.80636433,.0010944,96.0072,76.3174,73.6169,286.6251,0,U,48892,999,23507,.34191609E-3,.2596E-4,0
TUBIN,2021-059X,2025-11-05T06:52:30.124128,15.83553999,.0001676,97.6686,132.6009,28.9039,331.2322,0,U,48900,999,24335,.85841249E-3,.190628E-2,0
MANDRAKE 2 ABLE,2021-059AE,2025-11-05T05:23:19.671936,15.44669121,.00062697,97.6985,118.7092,95.6265,264.5697,0,U,48907,999,24243,.4223662E-3,.19633E-3,0
MANDRAKE 2 BAKER,2021-059AF,2025-11-05T00:34:22.045728,15.47327616,.00051584,97.6970,120.1353,82.5644,277.6192,0,U,48908,999,24249,.40380348E-3,.20555E-3,0
PACE-1,2021-059AG,2025-11-05T05:01:30.248832,15.54326985,.00042981,97.6837,121.9880,59.7783,300.3895,0,U,48909,999,24275,.55943886E-3,.36618E-3,0
YAM-3,2021-059AN,2025-11-04T21:58:23.757600,15.41687304,.00070343,97.6937,117.3436,86.2041,274.0010,0,U,48915,999,24235,.3160934E-3,.1326E-3,0
ICEYE-X13,2021-059AP,2025-11-05T09:27:29.527200,15.87867685,.0001617,97.6383,126.0089,190.0701,170.0538,0,U,48916,999,24302,.9866E-3,.271962E-2,0
ICEYE-X11,2021-059AR,2025-11-05T07:14:26.918880,15.55652911,.00074435,97.6606,121.7850,86.6410,273.5695,0,U,48918,999,24279,.66491699E-3,.45793E-3,0
FARADAY_PHOENIX,2021-059AX,2025-11-05T05:31:43.178304,15.49553068,.00084092,97.6925,123.5793,68.7494,291.4653,0,U,48924,999,24273,.42533011E-3,.23433E-3,0
HAWK-3B,2021-059BE,2025-11-05T05:47:14.991072,15.52418641,.00073811,97.6717,122.7845,73.7855,286.4209,0,U,48931,999,24292,.43438987E-3,.26502E-3,0
HAWK-3C,2021-059BX,2025-11-05T05:46:57.290304,15.52425183,.00080907,97.6882,128.0080,75.0830,285.1317,0,U,48948,999,24292,.46553513E-3,.28429E-3,0
DEMO8 (TENZING),2021-059CA,2025-11-05T04:48:46.318176,15.45156927,.00092964,97.7006,122.2077,86.7682,273.4630,0,U,48951,999,24260,.40341715E-3,.19077E-3,0
ARTHUR-1,2021-059CC,2025-11-05T07:27:36.455904,15.80455923,.0003326,97.6617,137.0240,25.5423,334.6008,0,U,48953,999,24367,.69241732E-3,.132372E-2,0
ASTROCAST-0201,2021-059CD,2025-11-05T00:52:11.669952,15.72502960,.00059477,97.6483,129.4706,164.3578,195.7870,0,U,48954,999,24326,.60519643E-3,.81199E-3,0
ASTROCAST-0203,2021-059CE,2025-11-05T06:01:52.108320,15.72649441,.00034494,97.6509,129.2380,159.7939,200.3461,0,U,48955,999,24329,.59632456E-3,.80445E-3,0
HAWK-3A,2021-059CG,2025-11-05T01:08:14.596224,15.52413696,.00075406,97.6806,125.2121,74.8174,285.3912,0,U,48957,999,24289,.42936083E-3,.26189E-3,0
SHERPA-FX2 & TAGSAT-2,2021-059CH,2025-11-05T05:49:13.616544,15.46279842,.00093558,97.6884,122.8588,77.2902,282.9392,0,U,48958,999,24270,.38390095E-3,.18861E-3,0
ASTROCAST-0205,2021-059CK,2025-11-05T01:07:36.048864,15.77702172,.00030166,97.6447,129.4655,268.3536,91.7384,0,U,48960,999,24328,.71197909E-3,.120107E-2,0
NAPA-2,2021-059CN,2025-11-05T07:38:39.245856,15.54781845,.00054966,97.6853,121.1910,67.6586,292.5249,0,U,48963,999,24266,.55610946E-3,.37019E-3,0
SPARTAN,2021-059CP,2025-11-04T22:22:35.223168,15.54897504,.0003341,97.6855,123.9434,60.5049,299.6537,0,U,48964,999,24283,.45415921E-3,.30303E-3,0
ONEWEB-0249,2021-060A,2025-11-04T20:39:55.716192,13.16595211,.00019983,87.8995,273.4587,85.4792,274.6567,0,U,48967,999,21009,-.19824327E-3,-.63E-6,0
ONEWEB-0250,2021-060B,2025-11-05T04:00:30.017376,13.25816396,.00028231,87.8994,271.8865,70.7830,289.3612,0,U,48968,999,21053,-.36561769E-4,-.3E-7,0
ONEWEB-0252,2021-060D,2025-11-05T06:32:43.008864,13.16591985,.00017553,87.8993,273.3698,90.7829,269.3503,0,U,48970,999,21019,.13409677E-3,.64E-6,0
ONEWEB-0253,2021-060E,2025-11-05T06:16:45.306336,13.16591689,.00020561,87.9000,273.3755,86.5905,273.5461,0,U,48971,999,21012,.12330576E-3,.6E-6,0
ONEWEB-0254,2021-060F,2025-11-05T06:30:26.795808,13.16592871,.00022441,87.9003,273.3636,87.5384,272.6003,0,U,48972,999,21012,.9309022E-4,.48E-6,0
ONEWEB-0255,2021-060G,2025-11-05T03:46:16.116672,13.16595847,.00021375,87.8994,273.4059,86.7431,273.3944,0,U,48973,999,21018,-.1480725E-3,-.44E-6,0
ONEWEB-0256,2021-060H,2025-11-05T04:23:53.160288,13.16595179,.00017352,87.8982,273.4110,83.3219,276.8109,0,U,48974,999,21015,-.29051794E-4,.2E-7,0
ONEWEB-0257,2021-060J,2025-11-04T20:03:27.469440,13.16595549,.00020022,87.8999,273.4550,88.5171,271.6189,0,U,48975,999,21006,.26711067E-4,.23E-6,0
ONEWEB-0258,2021-060K,2025-11-05T03:23:28.659552,13.16595952,.00019398,87.8988,273.4122,80.2183,279.9167,0,U,48976,999,21011,-.20712402E-3,-.66E-6,0
ONEWEB-0259,2021-060L,2025-11-05T03:14:21.814080,13.16595898,.00020743,87.9000,273.4041,85.0255,275.1113,0,U,48977,999,21014,.61850262E-4,.37E-6,0
ONEWEB-0260,2021-060M,2025-11-05T04:51:16.219584,13.16595750,.00015199,87.8986,273.4090,90.0123,270.1182,0,U,48978,999,21013,.1719099E-3,.79E-6,0
ONEWEB-0261,2021-060N,2025-11-04T20:50:13.021728,13.16592770,.00021141,87.8986,273.4773,94.8711,265.2661,0,U,48979,999,21014,-.17859556E-3,-.55E-6,0
ONEWEB-0262,2021-060P,2025-11-05T03:39:25.875648,13.16595868,.00022377,87.8997,273.3902,82.2302,277.9083,0,U,48980,999,21014,-.15805999E-3,-.48E-6,0
ONEWEB-0263,2021-060Q,2025-11-04T21:07:18.266592,13.16594755,.00022059,87.8987,273.4618,91.9449,268.1935,0,U,48981,999,21007,.79278536E-4,.43E-6,0
ONEWEB-0264,2021-060R,2025-11-05T03:29:11.454144,13.16592962,.00018129,87.8990,273.4133,90.0991,270.0348,0,U,48982,999,21011,-.1839863E-3,-.57E-6,0
ONEWEB-0266,2021-060T,2025-11-05T03:59:58.184160,13.16595454,.00020009,87.9000,273.3911,78.5942,281.5413,0,U,48984,999,21010,-.24674678E-3,-.81E-6,0
ONEWEB-0267,2021-060U,2025-11-05T04:15:55.938528,13.16592887,.00019886,87.8993,273.3894,90.4814,269.6545,0,U,48985,999,21011,-.72666684E-4,-.15E-6,0
ONEWEB-0268,2021-060V,2025-11-04T20:12:33.844032,13.16593164,.00018808,87.8998,273.4641,84.7126,275.4220,0,U,48986,999,21033,-.6430082E-4,-.12E-6,0
ONEWEB-0269,2021-060W,2025-11-05T06:41:50.475552,13.16592435,.00016938,87.8985,273.4024,81.9335,278.1988,0,U,48987,999,21016,-.22733509E-4,.4E-7,0
ONEWEB-0270,2021-060X,2025-11-04T21:59:44.395584,13.16593472,.00023611,87.8998,273.4508,87.8318,272.3083,0,U,48988,999,21015,.21133188E-3,.94E-6,0
ONEWEB-0271,2021-060Y,2025-11-05T03:09:47.125152,13.16596224,.00020298,87.9008,273.3939,90.4611,269.6753,0,U,48989,999,21018,.28484211E-4,.24E-6,0
ONEWEB-0272,2021-060Z,2025-11-05T03:41:42.385056,13.16596199,.00018877,87.8988,273.4113,91.7525,268.3822,0,U,48990,999,21013,-.16586414E-3,-.51E-6,0
ONEWEB-0273,2021-060AA,2025-11-05T04:13:39.010080,13.16593534,.00020441,87.8998,273.3987,85.7800,274.3564,0,U,48991,999,21011,-.94284619E-4,-.23E-6,0
ONEWEB-0274,2021-060AB,2025-11-05T06:39:33.206688,13.16594978,.00016212,87.8984,273.4056,95.8076,264.3240,0,U,48992,999,21016,-.10282328E-3,-.26E-6,0
ONEWEB-0275,2021-060AC,2025-11-05T06:23:35.420352,13.16596043,.00018649,87.8996,273.3745,86.3894,273.7450,0,U,48993,999,21009,.18542427E-3,.84E-6,0
ONEWEB-0276,2021-060AD,2025-11-05T03:32:36.019104,13.16595274,.00020548,87.8999,273.3969,81.7933,278.3431,0,U,48994,999,21009,-.27061072E-3,-.91E-6,0
ONEWEB-0277,2021-060AE,2025-11-05T05:40:20.050752,13.16595914,.00019082,87.8989,273.4073,90.2715,269.8635,0,U,48995,999,21009,.35246297E-3,.148E-5,0
ONEWEB-0278,2021-060AF,2025-11-05T03:37:09.940800,13.16592730,.00019512,87.8999,273.3930,76.6938,283.4411,0,U,48996,999,21021,-.20419601E-3,-.65E-6,0
ONEWEB-0279,2021-060AG,2025-11-05T03:48:33.800256,13.16594723,.00019593,87.9006,273.3876,92.1951,267.9404,0,U,48997,999,21014,-.15962064E-3,-.48E-6,0
ONEWEB-0280,2021-060AH,2025-11-05T04:10:14.541024,13.16594885,.00022898,87.8999,273.3918,80.2719,279.8670,0,U,48998,999,21008,-.34394237E-3,-.119E-5,0
ONEWEB-0281,2021-060AJ,2025-11-04T21:00:27.932256,13.16593235,.00018221,87.8994,273.4473,84.8373,275.2966,0,U,48999,999,21011,-.24842655E-4,.3E-7,0
ONEWEB-0282,2021-060AK,2025-11-05T03:12:05.845536,13.16595147,.00020711,87.8997,273.4067,85.7445,274.3923,0,U,49000,999,21012,.21979658E-3,.97E-6,0
ONEWEB-0283,2021-060AL,2025-11-05T06:35:00.254400,13.16593367,.00019687,87.8997,273.3791,88.3049,271.8307,0,U,49001,999,21015,.22762787E-3,.1E-5,0
ONEWEB-0284,2021-060AM,2025-11-05T06:25:53.459904,13.16593989,.00021985,87.9003,273.3670,76.8128,283.3248,0,U,49002,999,21013,.14587354E-3,.69E-6,0
JILIN-1 KUANFU-01B,2021-061A,2025-11-05T08:17:22.655040,15.10110231,.0007922,97.5457,24.4548,61.7700,298.4329,0,U,49003,999,23957,.26726413E-3,.4295E-4,0
JILIN-1 GAOFEN 3D01,2021-061B,2025-11-05T06:54:41.130720,15.85883175,.00026053,97.3301,28.6654,335.5149,24.5997,0,U,49004,999,24186,.12816097E-2,.322728E-2,0
JILIN-1 GAOFEN 3D02,2021-061C,2025-11-05T07:43:42.081312,15.58912323,.00030616,97.3241,18.4714,195.4762,164.6401,0,U,49005,999,24121,.90756511E-3,.70752E-3,0
JILIN-1 GAOFEN 3D03,2021-061D,2025-11-05T08:19:13.141632,15.53658071,.00053399,97.3244,16.7464,173.1186,187.0142,0,U,49006,999,24110,.90141532E-3,.57817E-3,0
XINGSHIDAI 10,2021-061E,2025-11-05T06:48:01.345824,15.53150912,.00051256,97.3233,16.5727,156.5675,203.5812,0,U,49007,999,24108,.87178335E-3,.54877E-3,0
FENGYUN 3E,2021-062A,2025-11-05T07:49:36.463008,14.19872230,.00021495,98.7479,310.2896,42.4410,317.6932,0,U,49008,999,22481,.44406649E-4,.5E-6,0
TIANLIAN 1-05,2021-063A,2025-11-05T04:20:59.886816,1.00274395,.00059625,1.0128,82.1533,163.5452,241.0559,0,U,49011,999,1583,0,.121E-5,0
NINGXIA-1 6,2021-064A,2025-11-05T06:40:01.666848,14.08484264,.00080648,44.9981,158.6291,241.4792,118.5233,0,U,49018,999,22264,.92952488E-4,.29E-6,0
NINGXIA-1 7,2021-064B,2025-11-05T06:19:13.712160,14.08444031,.0007291,45.0019,158.8786,250.8040,109.2008,0,U,49019,999,22267,.83581249E-4,.12E-6,0
NINGXIA-1 8,2021-064C,2025-11-05T07:43:46.948224,14.08486887,.00079469,44.9928,157.4722,255.9711,104.0242,0,U,49020,999,22266,.1035883E-3,.47E-6,0
NINGXIA-1 9,2021-064D,2025-11-05T07:19:49.106208,14.08447771,.00086482,45.0006,158.3487,264.9771,95.0078,0,U,49021,999,22266,.89415952E-4,.23E-6,0
NINGXIA-1 10,2021-064E,2025-11-05T07:02:34.643328,14.08474652,.0008473,44.9977,157.9273,270.3515,89.6351,0,U,49022,999,22266,.73782402E-4,-.4E-7,0
YAOGAN-30 11A,2021-065A,2025-11-05T02:50:07.977696,15.01130185,.0005514,34.9925,197.3785,337.2948,22.7515,0,U,49026,999,23493,.26940997E-3,.3494E-4,0
TIANQI-15,2021-065B,2025-11-05T06:18:16.848000,15.07606197,.00066998,34.9973,154.3227,242.7481,117.2546,0,U,49027,999,23542,.37321377E-3,.5778E-4,0
YAOGAN-30 11B,2021-065C,2025-11-05T03:55:05.962944,15.01125483,.00018035,34.9925,196.8135,280.6135,79.4370,0,U,49028,999,23492,.26471912E-3,.3431E-4,0
YAOGAN-30 11C,2021-065D,2025-11-05T03:21:20.249280,15.01158652,.00028739,34.9936,196.7584,114.9112,245.1895,0,U,49029,999,23495,.27006122E-3,.3504E-4,0
ISS (NAUKA),2021-066A,2025-11-04T22:31:02.465472,15.49755997,.0005046,51.6335,329.6155,18.0946,342.0222,0,U,49044,999,23044,.19940879E-3,.10846E-3,0
TIANHUI 1-04,2021-067A,2025-11-05T06:50:19.258368,15.23405236,.00006227,97.3072,18.7618,155.2761,204.8506,0,U,49049,999,23750,.33602501E-3,.793E-4,0
MONOLITH,2021-068A,2025-11-04T21:57:42.882624,15.05948368,.00028466,37.0209,166.3886,213.9721,146.0841,0,U,49052,999,23341,.38477754E-3,.5632E-4,0
STAR ONE D2,2021-069A,2025-11-04T20:23:38.577984,1.00271235,.00026027,0.0099,263.3416,300.3859,76.5515,0,U,49055,999,1568,0,-.253E-5,0
EUTELSAT QUANTUM,2021-069B,2025-11-05T01:04:26.226336,1.00272897,.0003239,0.0456,67.9230,176.3690,224.0828,0,U,49056,999,1568,0,.138E-5,0
KL-BETA A,2021-070A,2025-11-05T07:39:46.714752,13.94341528,.00029918,88.9939,242.9048,57.7613,302.3853,0,U,49059,999,21673,.11644033E-3,.168E-5,0
KL-BETA B,2021-070B,2025-11-05T07:33:13.358880,13.94667712,.00071718,88.9940,242.8338,93.6523,266.5473,0,U,49060,999,21676,.10934863E-3,.16E-5,0
ZHONGXING-2E,2021-071A,2025-11-05T01:18:47.350944,1.00272243,.00017937,0.0216,295.6669,314.5305,272.1218,0,U,49062,999,1579,0,-.28E-5,0
PLEIADES NEO 4,2021-073E,2025-11-05T06:45:39.521088,14.81668770,.00012674,97.8951,22.2556,98.5477,261.5880,0,U,49070,999,22821,.1722367E-3,.1303E-4,0
